"sex","age_cat","race","priors_count","c_charge_degree","length_of_stay","two_year_recid"
"Male","> 45","Caucasian",1,"F",1,"0"
"Male","> 45","Caucasian",1,"F",1,"0"
"Male","< 25","African-American",1,"M",2,"0"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","> 45","African-American",11,"F",1,"0"
"Male","> 45","Caucasian",13,"F",1,"0"
"Male","25 - 45","African-American",9,"F",1,"1"
"Female","25 - 45","Caucasian",1,"F",39,"0"
"Male","> 45","African-American",8,"M",1,"1"
"Female","25 - 45","African-American",5,"F",1,"1"
"Male","> 45","African-American",0,"F",1,"0"
"Male","25 - 45","Caucasian",0,"F",9,"0"
"Male","< 25","African-American",2,"F",0,"1"
"Male","< 25","African-American",1,"F",1,"1"
"Female","25 - 45","African-American",10,"F",1,"0"
"Male","< 25","Caucasian",8,"F",37,"0"
"Female","25 - 45","Caucasian",2,"F",1,"1"
"Male","25 - 45","African-American",0,"M",34,"1"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","African-American",4,"M",0,"1"
"Male","25 - 45","African-American",0,"F",1,"1"
"Male","> 45","Caucasian",2,"F",1,"0"
"Female","> 45","Caucasian",10,"F",41,"1"
"Male","< 25","African-American",0,"F",1,"1"
"Female","< 25","African-American",1,"F",2,"1"
"Male","25 - 45","African-American",0,"F",0,"1"
"Male","< 25","African-American",1,"F",1,"1"
"Male","25 - 45","African-American",27,"F",1,"0"
"Male","< 25","Caucasian",2,"F",10,"1"
"Male","< 25","African-American",0,"F",15,"1"
"Male","25 - 45","Caucasian",2,"F",1,"0"
"Female","> 45","Caucasian",0,"M",1,"0"
"Male","< 25","African-American",1,"F",58,"1"
"Male","25 - 45","African-American",0,"F",0,"0"
"Male","< 25","Caucasian",1,"F",1,"0"
"Male","25 - 45","Caucasian",3,"F",1,"1"
"Female","25 - 45","African-American",1,"F",1,"0"
"Male","> 45","Caucasian",3,"M",1,"0"
"Male","25 - 45","African-American",0,"M",1,"0"
"Male","25 - 45","Caucasian",0,"M",2,"1"
"Female","> 45","Caucasian",2,"F",33,"0"
"Male","< 25","African-American",3,"F",1,"1"
"Male","< 25","African-American",3,"F",0,"1"
"Male","> 45","Caucasian",2,"F",1,"0"
"Male","25 - 45","African-American",0,"M",22,"0"
"Female","25 - 45","Caucasian",0,"F",1,"1"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Male","< 25","African-American",0,"M",97,"1"
"Male","< 25","Caucasian",0,"F",0,"1"
"Male","25 - 45","Caucasian",3,"F",2,"1"
"Male","25 - 45","Caucasian",0,"F",0,"1"
"Male","> 45","Caucasian",1,"F",30,"1"
"Male","25 - 45","African-American",7,"F",78,"1"
"Male","> 45","Caucasian",0,"M",1,"0"
"Female","25 - 45","African-American",11,"F",0,"0"
"Male","25 - 45","African-American",7,"F",1,"0"
"Male","25 - 45","African-American",1,"F",1,"1"
"Female","25 - 45","African-American",15,"M",1,"1"
"Male","25 - 45","Caucasian",9,"M",1,"0"
"Male","25 - 45","African-American",0,"F",3,"1"
"Male","25 - 45","African-American",4,"F",0,"0"
"Female","25 - 45","Caucasian",0,"M",2,"0"
"Male","25 - 45","Caucasian",5,"F",1,"1"
"Male","25 - 45","Caucasian",0,"M",0,"1"
"Male","25 - 45","African-American",4,"F",8,"0"
"Male","25 - 45","African-American",1,"M",0,"1"
"Female","< 25","Caucasian",2,"M",2,"1"
"Male","> 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","African-American",4,"F",1,"0"
"Male","> 45","Caucasian",1,"F",1,"1"
"Male","25 - 45","Caucasian",3,"M",1,"1"
"Male","25 - 45","Caucasian",1,"F",0,"1"
"Male","25 - 45","African-American",0,"M",2,"1"
"Male","25 - 45","African-American",0,"M",1,"0"
"Male","25 - 45","Caucasian",5,"F",19,"0"
"Male","< 25","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",8,"M",2,"0"
"Male","> 45","Caucasian",7,"F",1,"0"
"Male","> 45","African-American",3,"M",1,"1"
"Male","> 45","Caucasian",7,"F",36,"1"
"Male","25 - 45","Caucasian",5,"F",3,"1"
"Male","> 45","Caucasian",3,"M",63,"0"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","African-American",27,"M",1,"0"
"Male","25 - 45","African-American",5,"F",3,"0"
"Female","25 - 45","African-American",0,"M",2,"1"
"Male","< 25","Caucasian",0,"F",7,"1"
"Female","25 - 45","Caucasian",2,"F",33,"1"
"Male","< 25","Caucasian",0,"M",1,"0"
"Male","< 25","African-American",0,"M",1,"1"
"Male","< 25","African-American",1,"M",124,"1"
"Male","25 - 45","African-American",0,"M",1,"1"
"Male","> 45","Caucasian",8,"F",39,"0"
"Male","25 - 45","African-American",1,"M",2,"0"
"Female","25 - 45","Caucasian",0,"M",1,"0"
"Male","> 45","Caucasian",0,"F",1,"0"
"Male","> 45","Caucasian",16,"F",11,"1"
"Male","25 - 45","African-American",3,"F",1,"1"
"Male","> 45","African-American",0,"M",0,"0"
"Male","< 25","African-American",1,"M",39,"0"
"Female","25 - 45","Caucasian",3,"F",27,"1"
"Female","25 - 45","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",11,"F",5,"0"
"Male","25 - 45","African-American",11,"F",0,"1"
"Male","25 - 45","African-American",4,"M",1,"0"
"Female","< 25","African-American",1,"F",434,"1"
"Female","25 - 45","Caucasian",1,"F",1,"0"
"Male","25 - 45","African-American",0,"M",2,"1"
"Male","25 - 45","Caucasian",7,"F",70,"1"
"Male","< 25","African-American",1,"F",1,"0"
"Male","< 25","African-American",0,"F",7,"1"
"Female","25 - 45","Caucasian",3,"F",1,"0"
"Male","> 45","African-American",1,"M",1,"0"
"Male","> 45","Caucasian",3,"F",191,"0"
"Male","25 - 45","African-American",2,"F",246,"1"
"Male","< 25","African-American",0,"M",1,"0"
"Male","> 45","Caucasian",0,"F",2,"0"
"Male","25 - 45","African-American",9,"F",13,"0"
"Female","< 25","African-American",2,"F",116,"1"
"Male","25 - 45","African-American",8,"F",2,"1"
"Female","25 - 45","African-American",2,"M",1,"0"
"Male","25 - 45","African-American",5,"M",1,"0"
"Male","< 25","African-American",1,"F",2,"1"
"Male","25 - 45","Caucasian",8,"F",62,"1"
"Male","25 - 45","African-American",2,"M",2,"0"
"Male","25 - 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","African-American",0,"F",2,"0"
"Male","< 25","African-American",2,"F",16,"1"
"Male","> 45","Caucasian",2,"F",19,"0"
"Female","25 - 45","African-American",0,"F",29,"1"
"Male","25 - 45","Caucasian",21,"F",194,"0"
"Female","25 - 45","African-American",2,"F",2,"0"
"Male","25 - 45","Caucasian",5,"F",102,"1"
"Male","25 - 45","African-American",19,"M",83,"1"
"Male","< 25","African-American",3,"F",4,"1"
"Female","25 - 45","Caucasian",3,"M",1,"1"
"Male","> 45","Caucasian",9,"M",20,"1"
"Female","< 25","African-American",1,"F",4,"1"
"Male","> 45","African-American",2,"M",1,"1"
"Female","> 45","Caucasian",1,"M",3,"0"
"Male","< 25","African-American",1,"F",2,"1"
"Female","25 - 45","African-American",3,"F",0,"1"
"Male","> 45","African-American",0,"M",2,"0"
"Male","25 - 45","African-American",28,"M",1,"1"
"Male","25 - 45","African-American",2,"F",1,"0"
"Female","25 - 45","Caucasian",1,"F",21,"1"
"Male","> 45","African-American",4,"F",1,"0"
"Male","25 - 45","African-American",21,"M",6,"1"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","Caucasian",1,"F",1,"0"
"Female","25 - 45","Caucasian",2,"F",2,"0"
"Female","< 25","African-American",4,"F",6,"1"
"Female","25 - 45","Caucasian",0,"F",0,"1"
"Female","25 - 45","Caucasian",4,"F",0,"0"
"Male","25 - 45","African-American",20,"F",36,"1"
"Male","< 25","African-American",1,"F",2,"1"
"Male","> 45","African-American",0,"M",1,"0"
"Male","25 - 45","African-American",9,"F",50,"1"
"Male","25 - 45","African-American",1,"F",0,"0"
"Male","< 25","African-American",1,"F",1,"1"
"Female","< 25","African-American",0,"F",33,"1"
"Female","25 - 45","Caucasian",0,"F",2,"1"
"Male","< 25","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",4,"F",0,"0"
"Male","25 - 45","African-American",0,"M",1,"0"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Male","< 25","African-American",3,"F",34,"0"
"Male","25 - 45","Caucasian",5,"F",7,"0"
"Male","> 45","Caucasian",1,"F",17,"0"
"Male","< 25","African-American",0,"F",5,"1"
"Male","< 25","African-American",7,"F",68,"1"
"Male","< 25","Caucasian",0,"F",1,"0"
"Male","25 - 45","Caucasian",2,"F",1,"0"
"Male","> 45","African-American",13,"F",1,"0"
"Female","< 25","African-American",2,"F",1,"0"
"Male","> 45","Caucasian",7,"F",0,"0"
"Male","25 - 45","African-American",3,"F",4,"1"
"Male","< 25","African-American",1,"F",0,"1"
"Male","> 45","African-American",0,"F",218,"0"
"Male","< 25","Caucasian",3,"F",7,"1"
"Male","25 - 45","African-American",1,"M",2,"0"
"Female","25 - 45","Caucasian",0,"M",30,"0"
"Male","> 45","African-American",1,"M",2,"0"
"Male","25 - 45","Caucasian",1,"M",0,"0"
"Male","25 - 45","African-American",0,"M",2,"0"
"Male","> 45","Caucasian",1,"F",2,"0"
"Male","25 - 45","African-American",7,"F",1,"0"
"Male","25 - 45","Caucasian",5,"F",0,"1"
"Female","25 - 45","Caucasian",0,"F",2,"0"
"Male","25 - 45","African-American",1,"F",48,"0"
"Male","< 25","Caucasian",2,"F",0,"1"
"Male","< 25","Caucasian",1,"F",49,"1"
"Male","> 45","African-American",1,"F",62,"0"
"Female","< 25","African-American",2,"M",35,"1"
"Male","25 - 45","African-American",6,"F",36,"1"
"Female","25 - 45","African-American",0,"M",1,"0"
"Male","> 45","Caucasian",3,"M",93,"1"
"Female","< 25","African-American",2,"F",1,"0"
"Male","25 - 45","Caucasian",4,"F",29,"1"
"Male","> 45","Caucasian",0,"M",1,"0"
"Male","< 25","African-American",14,"F",180,"1"
"Male","25 - 45","African-American",11,"F",18,"0"
"Male","> 45","African-American",22,"F",35,"1"
"Male","< 25","Caucasian",0,"F",1,"0"
"Male","25 - 45","African-American",5,"M",1,"0"
"Male","> 45","African-American",19,"F",212,"1"
"Male","> 45","African-American",0,"M",30,"1"
"Male","25 - 45","Caucasian",1,"M",42,"0"
"Male","25 - 45","African-American",0,"F",2,"0"
"Male","25 - 45","Caucasian",0,"F",0,"1"
"Male","25 - 45","African-American",5,"F",225,"1"
"Female","25 - 45","African-American",0,"F",2,"0"
"Female","25 - 45","Caucasian",1,"F",85,"0"
"Male","25 - 45","African-American",2,"F",132,"1"
"Female","25 - 45","African-American",9,"F",15,"1"
"Male","< 25","African-American",3,"F",44,"1"
"Male","25 - 45","African-American",5,"F",1,"0"
"Male","25 - 45","African-American",11,"M",1,"1"
"Male","> 45","African-American",13,"F",91,"0"
"Male","25 - 45","African-American",4,"F",38,"0"
"Male","25 - 45","African-American",4,"F",1,"1"
"Female","25 - 45","Caucasian",1,"M",0,"0"
"Male","25 - 45","African-American",6,"F",2,"1"
"Male","25 - 45","Caucasian",9,"F",1,"1"
"Male","25 - 45","Caucasian",4,"M",0,"1"
"Male","< 25","Caucasian",3,"M",11,"1"
"Male","25 - 45","Caucasian",0,"F",2,"0"
"Female","25 - 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","African-American",0,"M",2,"1"
"Male","> 45","Caucasian",1,"F",3,"0"
"Female","25 - 45","Caucasian",1,"M",2,"1"
"Male","25 - 45","African-American",8,"F",3,"0"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","25 - 45","Caucasian",2,"F",19,"0"
"Male","> 45","African-American",22,"F",69,"1"
"Male","> 45","Caucasian",0,"M",4,"1"
"Male","25 - 45","African-American",2,"F",1,"1"
"Male","> 45","Caucasian",1,"M",1,"0"
"Male","25 - 45","African-American",11,"F",321,"1"
"Male","> 45","Caucasian",2,"F",41,"0"
"Male","25 - 45","Caucasian",0,"M",18,"1"
"Male","25 - 45","African-American",6,"F",11,"1"
"Male","25 - 45","Caucasian",1,"F",1,"0"
"Female","25 - 45","Caucasian",5,"M",6,"1"
"Male","25 - 45","African-American",0,"M",1,"0"
"Male","25 - 45","Caucasian",0,"F",3,"0"
"Female","> 45","Caucasian",3,"M",0,"0"
"Male","25 - 45","Caucasian",4,"F",18,"1"
"Male","< 25","African-American",6,"F",1,"1"
"Female","25 - 45","African-American",0,"M",1,"1"
"Female","25 - 45","Caucasian",2,"F",36,"0"
"Male","25 - 45","African-American",5,"F",0,"0"
"Male","25 - 45","Caucasian",12,"F",1,"0"
"Female","25 - 45","African-American",2,"F",2,"1"
"Male","25 - 45","African-American",0,"F",1,"0"
"Female","25 - 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","African-American",7,"F",37,"1"
"Male","< 25","African-American",0,"F",0,"1"
"Female","25 - 45","Caucasian",1,"M",29,"0"
"Male","25 - 45","Caucasian",0,"F",127,"0"
"Female","25 - 45","African-American",2,"F",0,"0"
"Female","> 45","Caucasian",4,"F",8,"0"
"Male","25 - 45","Caucasian",3,"F",3,"0"
"Male","25 - 45","African-American",3,"F",13,"0"
"Male","25 - 45","African-American",17,"F",0,"1"
"Male","< 25","Caucasian",4,"F",1,"1"
"Male","25 - 45","Caucasian",3,"F",0,"1"
"Male","25 - 45","African-American",10,"F",1,"1"
"Male","> 45","Caucasian",5,"M",0,"1"
"Female","< 25","Caucasian",0,"M",1,"0"
"Male","> 45","Caucasian",10,"F",2,"1"
"Male","25 - 45","African-American",16,"F",242,"1"
"Male","25 - 45","African-American",6,"M",2,"1"
"Male","25 - 45","African-American",4,"F",24,"1"
"Male","< 25","African-American",0,"F",1,"0"
"Female","> 45","Caucasian",0,"M",0,"0"
"Male","25 - 45","Caucasian",1,"F",10,"1"
"Male","< 25","Caucasian",1,"F",9,"0"
"Male","25 - 45","Caucasian",1,"M",8,"0"
"Male","25 - 45","Caucasian",0,"M",1,"1"
"Male","25 - 45","African-American",14,"F",174,"1"
"Female","> 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","Caucasian",4,"M",2,"1"
"Female","< 25","African-American",0,"M",1,"0"
"Female","25 - 45","Caucasian",4,"F",1,"1"
"Male","> 45","African-American",7,"F",49,"0"
"Male","> 45","Caucasian",2,"F",5,"1"
"Male","25 - 45","African-American",5,"F",4,"0"
"Male","25 - 45","African-American",1,"M",1,"1"
"Male","< 25","African-American",1,"F",1,"0"
"Male","> 45","African-American",9,"F",5,"0"
"Male","< 25","African-American",2,"M",79,"1"
"Male","> 45","Caucasian",1,"M",1,"0"
"Male","< 25","African-American",2,"F",0,"1"
"Female","> 45","Caucasian",1,"M",2,"1"
"Male","25 - 45","African-American",21,"F",30,"0"
"Female","25 - 45","African-American",1,"F",1,"0"
"Male","< 25","Caucasian",4,"M",33,"1"
"Female","25 - 45","African-American",22,"F",4,"1"
"Male","25 - 45","Caucasian",13,"F",70,"1"
"Female","25 - 45","Caucasian",0,"M",1,"1"
"Male","< 25","African-American",0,"F",0,"0"
"Male","25 - 45","African-American",0,"F",1,"1"
"Female","> 45","Caucasian",0,"M",1,"0"
"Male","> 45","African-American",3,"F",2,"0"
"Female","25 - 45","African-American",2,"F",31,"1"
"Male","25 - 45","African-American",9,"M",1,"1"
"Male","25 - 45","Caucasian",0,"M",2,"0"
"Male","25 - 45","African-American",1,"F",1,"0"
"Male","> 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","African-American",2,"F",27,"0"
"Male","< 25","African-American",2,"F",1,"1"
"Male","> 45","African-American",12,"F",69,"1"
"Male","25 - 45","Caucasian",0,"M",56,"0"
"Male","25 - 45","African-American",13,"F",1,"1"
"Male","> 45","Caucasian",2,"F",1,"0"
"Male","25 - 45","African-American",4,"F",0,"0"
"Male","25 - 45","African-American",1,"M",1,"0"
"Male","25 - 45","African-American",1,"F",41,"0"
"Male","25 - 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Female","25 - 45","Caucasian",0,"M",1,"1"
"Male","> 45","African-American",19,"F",13,"0"
"Male","> 45","African-American",7,"M",1,"0"
"Female","25 - 45","African-American",1,"M",1,"0"
"Male","25 - 45","Caucasian",5,"F",0,"1"
"Male","25 - 45","African-American",1,"F",1,"0"
"Male","> 45","Caucasian",1,"F",1,"0"
"Male","25 - 45","Caucasian",1,"F",0,"0"
"Female","25 - 45","African-American",4,"M",2,"1"
"Male","25 - 45","Caucasian",3,"F",1,"1"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","> 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","Caucasian",1,"M",4,"1"
"Female","25 - 45","African-American",1,"F",1,"1"
"Female","25 - 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","African-American",7,"M",8,"0"
"Male","> 45","Caucasian",6,"F",2,"1"
"Male","< 25","African-American",8,"F",215,"1"
"Male","25 - 45","Caucasian",0,"F",1,"1"
"Male","25 - 45","African-American",8,"F",349,"1"
"Male","> 45","African-American",20,"M",47,"0"
"Male","25 - 45","African-American",10,"M",1,"1"
"Male","< 25","African-American",1,"F",6,"1"
"Male","> 45","African-American",4,"F",1,"0"
"Male","25 - 45","African-American",0,"F",34,"1"
"Male","25 - 45","Caucasian",0,"M",30,"1"
"Male","25 - 45","African-American",2,"F",1,"1"
"Male","25 - 45","Caucasian",0,"M",2,"1"
"Male","< 25","African-American",0,"F",2,"0"
"Male","< 25","Caucasian",2,"F",1,"1"
"Male","25 - 45","Caucasian",3,"M",0,"0"
"Female","25 - 45","African-American",0,"M",1,"0"
"Male","< 25","African-American",11,"F",51,"1"
"Male","> 45","Caucasian",0,"F",37,"0"
"Male","< 25","African-American",2,"M",1,"1"
"Male","25 - 45","African-American",7,"F",0,"1"
"Male","25 - 45","Caucasian",2,"F",43,"0"
"Male","< 25","African-American",1,"F",1,"0"
"Male","> 45","Caucasian",1,"F",1,"0"
"Male","> 45","Caucasian",3,"F",2,"0"
"Male","> 45","Caucasian",2,"M",0,"1"
"Male","< 25","African-American",1,"M",1,"1"
"Female","25 - 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","Caucasian",0,"M",0,"1"
"Male","25 - 45","African-American",16,"F",1,"1"
"Male","25 - 45","African-American",1,"F",0,"0"
"Male","25 - 45","African-American",0,"M",1,"0"
"Female","25 - 45","Caucasian",2,"M",1,"1"
"Male","25 - 45","Caucasian",16,"F",1,"1"
"Female","> 45","African-American",1,"F",1,"0"
"Male","25 - 45","African-American",0,"F",1,"1"
"Male","25 - 45","African-American",0,"M",1,"0"
"Male","25 - 45","African-American",19,"F",180,"1"
"Male","< 25","African-American",1,"F",0,"0"
"Male","25 - 45","Caucasian",0,"M",1,"0"
"Female","25 - 45","Caucasian",3,"F",1,"1"
"Male","> 45","African-American",13,"F",243,"1"
"Male","25 - 45","African-American",4,"F",2,"1"
"Male","25 - 45","Caucasian",2,"F",1,"0"
"Male","> 45","Caucasian",2,"F",97,"0"
"Male","25 - 45","African-American",14,"F",1,"1"
"Male","< 25","African-American",0,"M",1,"1"
"Male","25 - 45","African-American",8,"F",239,"0"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",0,"F",0,"0"
"Male","25 - 45","African-American",0,"F",1,"1"
"Female","25 - 45","Caucasian",2,"F",9,"1"
"Male","> 45","Caucasian",2,"F",2,"1"
"Male","> 45","Caucasian",0,"M",4,"0"
"Male","< 25","African-American",2,"F",2,"1"
"Female","> 45","African-American",2,"F",1,"1"
"Male","25 - 45","African-American",0,"M",1,"1"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Female","< 25","African-American",0,"F",1,"1"
"Male","< 25","Caucasian",1,"F",0,"0"
"Male","25 - 45","Caucasian",8,"F",0,"0"
"Male","< 25","Caucasian",0,"M",1,"0"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","25 - 45","Caucasian",4,"F",5,"0"
"Male","< 25","African-American",5,"F",1,"1"
"Male","25 - 45","African-American",4,"F",1,"1"
"Male","> 45","Caucasian",9,"F",425,"1"
"Female","25 - 45","African-American",3,"M",1,"0"
"Male","25 - 45","African-American",13,"F",1,"0"
"Male","25 - 45","Caucasian",1,"M",1,"1"
"Male","25 - 45","African-American",2,"F",0,"0"
"Male","< 25","Caucasian",0,"F",1,"1"
"Male","25 - 45","African-American",22,"M",2,"1"
"Male","25 - 45","African-American",1,"M",4,"1"
"Male","25 - 45","African-American",2,"M",7,"1"
"Male","> 45","Caucasian",4,"M",2,"1"
"Male","25 - 45","Caucasian",2,"F",4,"0"
"Male","> 45","African-American",0,"M",0,"0"
"Male","> 45","Caucasian",0,"F",2,"0"
"Male","25 - 45","Caucasian",2,"F",0,"1"
"Female","25 - 45","Caucasian",0,"F",31,"1"
"Female","25 - 45","Caucasian",1,"F",10,"0"
"Male","25 - 45","Caucasian",4,"F",38,"1"
"Male","> 45","African-American",1,"F",47,"1"
"Male","25 - 45","African-American",0,"F",0,"1"
"Male","< 25","African-American",3,"F",2,"1"
"Male","25 - 45","African-American",0,"M",0,"1"
"Male","25 - 45","African-American",4,"M",9,"1"
"Male","> 45","Caucasian",2,"F",1,"0"
"Male","25 - 45","Caucasian",1,"F",3,"1"
"Male","25 - 45","Caucasian",2,"M",2,"0"
"Male","< 25","African-American",1,"F",15,"1"
"Male","> 45","Caucasian",0,"M",1,"0"
"Male","< 25","Caucasian",1,"F",1,"1"
"Female","< 25","African-American",1,"F",1,"0"
"Female","< 25","Caucasian",7,"M",125,"1"
"Female","25 - 45","African-American",13,"F",108,"1"
"Male","> 45","Caucasian",9,"F",59,"1"
"Male","25 - 45","Caucasian",0,"M",1,"1"
"Male","25 - 45","Caucasian",2,"F",1,"0"
"Male","> 45","Caucasian",3,"F",13,"0"
"Male","> 45","Caucasian",6,"M",19,"1"
"Male","< 25","African-American",1,"F",1,"0"
"Male","> 45","Caucasian",2,"F",2,"0"
"Male","25 - 45","Caucasian",1,"F",0,"1"
"Male","< 25","African-American",1,"F",42,"1"
"Male","25 - 45","African-American",5,"F",35,"0"
"Female","25 - 45","Caucasian",1,"M",6,"1"
"Male","25 - 45","African-American",0,"F",3,"1"
"Male","25 - 45","African-American",4,"M",1,"0"
"Male","> 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","Caucasian",5,"F",119,"1"
"Female","< 25","Caucasian",0,"M",1,"0"
"Female","25 - 45","Caucasian",0,"M",1,"0"
"Male","< 25","African-American",1,"M",1,"0"
"Male","> 45","Caucasian",1,"M",1,"0"
"Female","< 25","African-American",0,"F",2,"1"
"Male","25 - 45","Caucasian",6,"F",1,"0"
"Male","25 - 45","African-American",29,"F",5,"1"
"Male","< 25","Caucasian",1,"F",1,"0"
"Female","< 25","African-American",0,"F",2,"1"
"Male","25 - 45","African-American",11,"F",0,"1"
"Female","25 - 45","African-American",0,"M",1,"0"
"Male","25 - 45","Caucasian",8,"F",69,"0"
"Female","25 - 45","African-American",4,"F",3,"0"
"Male","25 - 45","African-American",6,"M",5,"0"
"Male","> 45","Caucasian",0,"M",1,"0"
"Male","< 25","Caucasian",1,"F",237,"0"
"Male","25 - 45","Caucasian",2,"F",23,"0"
"Male","25 - 45","Caucasian",8,"F",252,"1"
"Male","25 - 45","Caucasian",6,"F",3,"1"
"Male","25 - 45","Caucasian",3,"M",12,"1"
"Male","> 45","Caucasian",5,"F",1,"1"
"Male","25 - 45","African-American",3,"F",1,"0"
"Male","25 - 45","African-American",2,"F",28,"1"
"Male","< 25","African-American",0,"F",10,"1"
"Male","> 45","African-American",10,"F",175,"0"
"Male","< 25","African-American",0,"M",3,"0"
"Male","< 25","Caucasian",2,"F",15,"1"
"Male","25 - 45","African-American",0,"M",2,"1"
"Male","> 45","Caucasian",2,"F",1,"0"
"Male","25 - 45","Caucasian",4,"M",83,"1"
"Male","> 45","Caucasian",3,"F",14,"0"
"Male","< 25","African-American",3,"F",2,"1"
"Male","> 45","African-American",13,"F",1,"0"
"Male","> 45","Caucasian",2,"F",5,"0"
"Male","25 - 45","African-American",6,"F",0,"0"
"Male","< 25","African-American",1,"M",1,"0"
"Female","< 25","African-American",0,"F",1,"1"
"Male","25 - 45","Caucasian",17,"F",1,"1"
"Male","> 45","Caucasian",6,"F",1,"0"
"Female","25 - 45","Caucasian",0,"M",1,"0"
"Male","> 45","African-American",19,"F",3,"0"
"Male","> 45","Caucasian",12,"M",3,"0"
"Male","25 - 45","African-American",6,"M",1,"1"
"Male","25 - 45","African-American",0,"M",0,"1"
"Male","> 45","African-American",11,"F",1,"0"
"Male","25 - 45","Caucasian",0,"F",0,"0"
"Male","25 - 45","African-American",12,"F",12,"1"
"Male","< 25","Caucasian",0,"F",7,"0"
"Female","25 - 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","African-American",1,"M",1,"1"
"Female","25 - 45","Caucasian",3,"M",10,"0"
"Female","25 - 45","African-American",1,"F",2,"1"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",4,"F",40,"0"
"Female","> 45","Caucasian",6,"F",37,"0"
"Male","25 - 45","African-American",4,"F",51,"1"
"Male","25 - 45","Caucasian",7,"F",1,"1"
"Male","25 - 45","African-American",15,"M",5,"1"
"Male","< 25","African-American",1,"M",1,"1"
"Male","25 - 45","Caucasian",2,"F",1,"1"
"Male","25 - 45","African-American",7,"F",27,"1"
"Male","25 - 45","Caucasian",0,"F",1,"1"
"Male","25 - 45","Caucasian",0,"M",1,"0"
"Male","< 25","African-American",1,"F",1,"1"
"Male","25 - 45","African-American",4,"F",1,"0"
"Male","25 - 45","African-American",7,"F",5,"0"
"Female","< 25","Caucasian",0,"F",2,"0"
"Male","25 - 45","African-American",0,"F",1,"1"
"Male","< 25","Caucasian",0,"F",1,"0"
"Female","< 25","Caucasian",0,"F",0,"0"
"Female","> 45","African-American",0,"M",0,"0"
"Male","25 - 45","African-American",0,"M",0,"1"
"Male","> 45","African-American",1,"M",1,"1"
"Female","25 - 45","Caucasian",3,"F",1,"0"
"Male","25 - 45","African-American",3,"F",1,"1"
"Male","25 - 45","African-American",11,"F",1,"1"
"Female","> 45","Caucasian",7,"F",20,"0"
"Female","< 25","Caucasian",2,"F",1,"0"
"Male","25 - 45","African-American",7,"F",1,"0"
"Male","25 - 45","African-American",0,"M",2,"0"
"Male","25 - 45","African-American",1,"F",49,"0"
"Male","> 45","African-American",3,"M",1,"0"
"Male","> 45","Caucasian",0,"F",0,"0"
"Male","25 - 45","African-American",9,"F",57,"0"
"Male","25 - 45","African-American",10,"M",2,"1"
"Male","> 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","African-American",0,"F",2,"0"
"Male","> 45","African-American",5,"F",4,"1"
"Male","25 - 45","African-American",0,"M",1,"0"
"Male","< 25","African-American",0,"F",1,"1"
"Female","25 - 45","African-American",0,"M",1,"0"
"Male","< 25","African-American",0,"F",1,"1"
"Male","25 - 45","Caucasian",0,"F",54,"0"
"Male","25 - 45","African-American",0,"M",2,"0"
"Male","25 - 45","African-American",0,"M",2,"0"
"Male","25 - 45","African-American",1,"M",0,"0"
"Male","25 - 45","Caucasian",4,"M",1,"0"
"Male","25 - 45","African-American",15,"F",104,"0"
"Male","25 - 45","African-American",6,"F",1,"1"
"Male","25 - 45","African-American",6,"F",41,"0"
"Female","25 - 45","Caucasian",2,"F",2,"0"
"Male","25 - 45","African-American",4,"M",6,"0"
"Female","25 - 45","African-American",1,"F",9,"0"
"Male","25 - 45","Caucasian",5,"M",6,"1"
"Male","< 25","Caucasian",1,"M",1,"1"
"Female","> 45","African-American",12,"M",435,"1"
"Male","< 25","Caucasian",8,"F",35,"1"
